"","team","season","coach_first_name","coach_last_name","coach_aux_1","coach_aux_2","grad_yr"
"2738","UT Arlington","2016-2017","Krista","Gerlich",NA,NA,"1993"
"2739","UT Martin","2016-2017","Kevin","McMillan",NA,NA,"1989"
"2740","UTEP","2016-2017","Keitha","Adams",NA,NA,"1989"
"2741","UTRGV","2016-2017","Larry","Tidwell",NA,NA,"1976"
"2742","UTSA","2016-2017","Lubomyr","Lichonczak",NA,NA,"1978"
"2743","Utah","2016-2017","Jerry","Finkbeiner",NA,NA,"1980"
"2744","Utah St.","2016-2017","Jerry","Finkbeiner",NA,NA,"1980"
"2745","Utah Valley","2016-2017","Cathy","Nixon",NA,NA,"1989"
"2746","VCU","2016-2017","Beth","O'Boyle",NA,NA,"1998"
"2747","Valparaiso","2016-2017","Tracey","Dorow",NA,NA,"1996"
"2748","Vanderbilt","2016-2017","Stephanie","White",NA,NA,"1999"
"2749","Vermont","2016-2017","Chris","Day",NA,NA,"1997"
"2750","Villanova","2016-2017","Harry","Perretta",NA,NA,NA
"2751","Virginia","2016-2017","Joanne","Boyle",NA,NA,"1985"
"2752","Virginia Tech","2016-2017","Kenny","Brooks",NA,NA,"1992"
"2753","Wagner","2016-2017","Heather","Jacobs",NA,NA,"2006"
"2754","Wake Forest","2016-2017","Jennifer","Hoover",NA,NA,"1991"
"2755","Washington","2016-2017","June","Daugherty",NA,NA,"1978"
"2756","Washington St.","2016-2017","June","Daugherty",NA,NA,"1978"
"2757","Weber St.","2016-2017","Bethann","Shapiro","Ord",NA,"1989"
"2758","West Virginia","2016-2017","Mike","Carey",NA,NA,"1980"
"2759","Western Caro.","2016-2017","Stephanie","McCormick",NA,NA,"1994"
"2760","Western Ill.","2016-2017","JD","Gravina",NA,NA,"2000"
"2761","Western Ky.","2016-2017","Michelle","Clark-Heard",NA,NA,"1990"
"2762","Western Mich.","2016-2017","Shane","Clipfell",NA,NA,"2006"
"2763","Wichita St.","2016-2017","Jody","Adams",NA,NA,"1994"
"2764","William & Mary","2016-2017","Ed","Swanson",NA,NA,"1989"
"2765","Winthrop","2016-2017","Kevin","Cook",NA,NA,"1983"
"2766","Wisconsin","2016-2017","Jonathan","Tsipis",NA,NA,"1996"
"2767","Wofford","2016-2017","Jimmy","Garrity",NA,NA,"1989"
"2768","Wright St.","2016-2017","Katrina","Merriweather",NA,NA,"2001"
"2769","Wyoming","2016-2017","Joe","Legerski",NA,NA,"1979"
"2770","Xavier","2016-2017","Brian","Neal",NA,NA,"1991"
"2771","Yale","2016-2017","Allison","Guth",NA,NA,"2004"
"2772","Youngstown St.","2016-2017","John","Barnes",NA,NA,"1995"
"2773","A&M-Corpus Christi","2017-2018","Royce","Chadwick",NA,NA,"1980"
"2774","Abilene Christian","2017-2018","Julie","Goodenough",NA,NA,"1991"
"2775","Air Force","2017-2018","Chris","Gobrecht",NA,NA,"1977"
"2776","Akron","2017-2018","Jodi","Kest",NA,NA,"1984"
"2777","Alabama","2017-2018","Kristy","Curry",NA,NA,"1988"
"2778","Alabama A&M","2017-2018","Semeka","Randall",NA,NA,"2000"
"2779","Alabama St.","2017-2018","Freda","Freeman-Jackson",NA,NA,"1984"
"2780","Albany (NY)","2017-2018","Joanna","Bernabei-McNamee",NA,NA,"1997"
"2781","Alcorn","2017-2018","Courtney","Pruitt",NA,NA,NA
"2782","American","2017-2018","Megan","Gebbia",NA,NA,"1994"
"2783","Appalachian St.","2017-2018","Angel","Elderkin",NA,NA,"1999"
"2784","Arizona","2017-2018","Adia","Barnes",NA,NA,"1998"
"2785","Arizona St.","2017-2018","Charli","Turner","Thorne",NA,"88"
"2786","Ark.-Pine Bluff","2017-2018","Nate","Kilbert",NA,NA,"1987"
"2787","Arkansas","2017-2018","Mike","Neighbors",NA,NA,NA
"2788","Arkansas St.","2017-2018","Brian","Boyer",NA,NA,"1993"
"2789","Army West Point","2017-2018","Dave","Magarity",NA,NA,"1974"
"2790","Auburn","2017-2018","Terri","Williams-Flournoy",NA,NA,"1991"
"2791","Austin Peay","2017-2018","David","Midlick",NA,NA,"1991"
"2792","BYU","2017-2018","Jeff","Judkins",NA,NA,"1978"
"2793","Ball St.","2017-2018","Brady","Sallee",NA,NA,"1993"
"2794","Baylor","2017-2018","Kim","Mulkey",NA,NA,"1984"
"2795","Belmont","2017-2018","Bart","Brooks",NA,NA,"2004"
"2796","Bethune-Cookman","2017-2018","Vanessa","Blair-Lewis",NA,NA,"1992"
"2797","Binghamton","2017-2018","Linda","Cimino",NA,NA,"2001"
"2798","Boise St.","2017-2018","Gordy","Presnell",NA,NA,"1983"
"2799","Boston College","2017-2018","Erik","Johnson",NA,NA,"1994"
"2800","Boston U.","2017-2018","Katy","Steding",NA,NA,"1990"
"2801","Bowling Green","2017-2018","Jennifer","Roos",NA,NA,"1993"
"2802","Bradley","2017-2018","Andrea","Gorski",NA,NA,"1992"
"2803","Brown","2017-2018","Sarah","Behn",NA,NA,"1993"
"2804","Bryant","2017-2018","Mary","Burke",NA,NA,"1987"
"2805","Bucknell","2017-2018","Aaron","Roussell",NA,NA,"2001"
"2806","Buffalo","2017-2018","Felisha","Legette-Jack",NA,NA,"1989"
"2807","Butler","2017-2018","Kurt","Godlevske",NA,NA,"1994"
"2808","CSU Bakersfield","2017-2018","Greg","McCall",NA,NA,"1991"
"2809","CSUN","2017-2018","Jason","Flowers",NA,NA,"2003"
"2810","Cal Poly","2017-2018","Faith","Mimnaugh",NA,NA,"1985"
"2811","Cal St. Fullerton","2017-2018","Jeff","Harada",NA,NA,"1995"
"2812","California","2017-2018","Lindsay","Gottlieb",NA,NA,"1999"
"2813","Campbell","2017-2018","Ronny","Fisher",NA,NA,"1990"
"2814","Canisius","2017-2018","Terry","Zeh",NA,NA,"1990"
"2815","Central Ark.","2017-2018","Sandra","Rushing",NA,NA,"86"
"2816","Central Conn. St.","2017-2018","Beryl","Piper",NA,NA,"1987"
"2817","Central Mich.","2017-2018","Sue","Guevara",NA,NA,"1982"
"2818","Charleston So.","2017-2018","Fred","Applin",NA,NA,"1985"
"2819","Charlotte","2017-2018","Cara","Consuegra",NA,NA,"2001"
"2820","Chattanooga","2017-2018","Jim","Foster",NA,NA,"1980"
"2821","Chicago St.","2017-2018","Angela","Jackson",NA,NA,"1991"
"2822","Cincinnati","2017-2018","Jamelle","Elliott",NA,NA,NA
"2823","Clemson","2017-2018","Audra","Smith",NA,NA,"1992"
"2824","Cleveland St.","2017-2018","Kate","Peterson","Abiad",NA,"1991"
"2825","Coastal Caro.","2017-2018","Jaida","Williams",NA,NA,"2005"
"2826","Col. of Charleston","2017-2018","Candice","Jackson",NA,NA,"2004"
"2827","Colgate","2017-2018","Bill","Cleary",NA,NA,"1998"
"2828","Colorado","2017-2018","JR","Payne",NA,NA,"1999"
"2829","Colorado St.","2017-2018","Ryun","Williams",NA,NA,"1992"
"2830","Columbia","2017-2018","Megan","Griffith",NA,NA,"2007"
"2831","Coppin St.","2017-2018","DeWayne","Burroughs",NA,NA,NA
"2832","Cornell","2017-2018","Dayna","Smith",NA,NA,"1996"
"2833","Creighton","2017-2018","Jim","Flanery",NA,NA,"1987"
"2834","Dartmouth","2017-2018","Belle","Koclanes",NA,NA,"2002"
"2835","Davidson","2017-2018","Gayle","Coats","Fulks",NA,"2007"
"2836","Dayton","2017-2018","Shauna","Green",NA,NA,"2002"
"2837","DePaul","2017-2018","Doug","Bruno",NA,NA,"1973"
"2838","Delaware","2017-2018","Natasha","Adair",NA,NA,"1994"
"2839","Delaware St.","2017-2018","Barbara","Burgess",NA,NA,"90"
"2840","Denver","2017-2018","Jim","Turgeon",NA,NA,NA
"2841","Detroit Mercy","2017-2018","Bernard","Scott",NA,NA,"2001"
"2842","Drake","2017-2018","Jennie","Baranczyk",NA,NA,"2004"
"2843","Drexel","2017-2018","Denise","Dillon",NA,NA,"1996"
"2844","Duke","2017-2018","Joanne","P.","McCallie",NA,"1987"
"2845","Duquesne","2017-2018","Dan","Burt",NA,NA,"1993"
"2846","ETSU","2017-2018","Brittney","Ezell",NA,NA,"1999"
"2847","East Carolina","2017-2018","Heather","Macy",NA,NA,"2000"
"2848","Eastern Ill.","2017-2018","Matt","Bollant",NA,NA,"1994"
"2849","Eastern Ky.","2017-2018","Chrissy","Roberts",NA,NA,"1998"
"2850","Eastern Mich.","2017-2018","Fred","Castro",NA,NA,"2004"
"2851","Eastern Wash.","2017-2018","Wendy","Schuller",NA,NA,"1992"
"2852","Elon","2017-2018","Charlotte","Smith",NA,NA,"1995"
"2853","Evansville","2017-2018","Matt","Ruffing",NA,NA,"2007"
"2854","FGCU","2017-2018","Karl","Smesko",NA,NA,"1993"
"2855","FIU","2017-2018","Tiara","Malcom",NA,NA,"2005"
"2856","Fairfield","2017-2018","Joe","Frager",NA,NA,NA
"2857","Fairleigh Dickinson","2017-2018","Peter","Cinella",NA,NA,"1990"
"2858","Fla. Atlantic","2017-2018","Jim","Jabir",NA,NA,"1984"
"2859","Florida","2017-2018","Cameron","Newbauer",NA,NA,"2001"
"2860","Florida A&M","2017-2018","LeDawn","Gibson",NA,NA,"2000"
"2861","Florida St.","2017-2018","Sue","Semrau",NA,NA,"1985"
"2862","Fordham","2017-2018","Stephanie","Gaitley",NA,NA,"1982"
"2863","Fresno St.","2017-2018","Jaime","White",NA,NA,"1994"
"2864","Furman","2017-2018","Jackie","Smith","Carson",NA,"2001"
"2865","Ga. Southern","2017-2018","Kip","Drown",NA,NA,"77"
"2866","Gardner-Webb","2017-2018","Rick","Reeves",NA,NA,"1981"
"2867","George Mason","2017-2018","Nyla","Milleson",NA,NA,"1985"
"2868","George Washington","2017-2018","Jennifer","Rizzotti",NA,NA,"1996"
"2869","Georgetown","2017-2018","James","Howard",NA,NA,"1972"
"2870","Georgia","2017-2018","Joni","Taylor",NA,NA,"2002"
"2871","Georgia St.","2017-2018","Sharon","Baldwin",NA,NA,"1991"
"2872","Georgia Tech","2017-2018","MaChelle","Joseph",NA,NA,"1992"
"2873","Gonzaga","2017-2018","Lisa","Fortier",NA,NA,"2004"
"2874","Grambling","2017-2018","Freddie","Murray",NA,NA,"1990"
"2875","Grand Canyon","2017-2018","Nicole","Powell",NA,NA,"2004"
"2876","Green Bay","2017-2018","Kevin","Borseth",NA,NA,"1976"
"2877","Hampton","2017-2018","David","Six",NA,NA,"2009"
"2878","Hartford","2017-2018","Kim","McNeill",NA,NA,"2000"
"2879","Harvard","2017-2018","Kathleen","Delaney-Smith",NA,NA,"1971"
"2880","Hawaii","2017-2018","Laura","Beeman",NA,NA,"1992"
"2881","High Point","2017-2018","DeUnna","Hendrix",NA,NA,"2007"
"2882","Hofstra","2017-2018","Krista","Kilburn-Steveskey",NA,NA,"1990"
"2883","Holy Cross","2017-2018","Bill","Gibbons","Jr.",NA,"1981"
"2884","Houston","2017-2018","Ronald","Hughey",NA,NA,"2006"
"2885","Houston Baptist","2017-2018","Donna","Finnie",NA,NA,"1998"
"2886","Howard","2017-2018","Ty","Grace",NA,NA,"1999"
"2887","IUPUI","2017-2018","Austin","Parkinson",NA,NA,"2004"
"2888","Idaho","2017-2018","Jon","Newlee",NA,NA,"1982"
"2889","Idaho St.","2017-2018","Seton","Sobolewski",NA,NA,"2001"
"2890","Illinois","2017-2018","Nancy","Fahey",NA,NA,"1981"
"2891","Illinois St.","2017-2018","Kristen","Gillespie",NA,NA,"1999"
"2892","Incarnate Word","2017-2018","Christy","Smith",NA,NA,"1998"
"2893","Indiana","2017-2018","Teri","Moren",NA,NA,"1992"
"2894","Indiana St.","2017-2018","Joey","Wells",NA,NA,"2018"
"2895","Iona","2017-2018","Billi","Chambers",NA,NA,"2003"
"2896","Iowa","2017-2018","Lisa","Bluder",NA,NA,"1983"
"2897","Iowa St.","2017-2018","Bill","Fennelly",NA,NA,"1979"
"2898","Jackson St.","2017-2018","Surina","Dixon",NA,NA,"1983"
"2899","Jacksonville","2017-2018","Yolett","McPhee-McCuin",NA,NA,"2004"
"2900","Jacksonville St.","2017-2018","Rick","Pietri",NA,NA,"1987"
"2901","James Madison","2017-2018","Sean","O'Reagan",NA,NA,"2003"
"2902","Kansas","2017-2018","Brandon","Schneider",NA,NA,"1995"
"2903","Kansas St.","2017-2018","Jeff","Mittie",NA,NA,"1989"
"2904","Kennesaw St.","2017-2018","Agnus","Berenato",NA,NA,"1980"
"2905","Kent St.","2017-2018","Todd","Starkey",NA,NA,"1993"
"2906","Kentucky","2017-2018","Matthew","Mitchell",NA,NA,"1995"
"2907","LIU Brooklyn","2017-2018","Stephanie","Del","Preore",NA,"2004"
"2908","LSU","2017-2018","Nikki","Fargas",NA,NA,"1994"
"2909","La Salle","2017-2018","Jeff","Williams",NA,NA,"1987"
"2910","La.-Monroe","2017-2018","Jeff","Dow",NA,NA,"1989"
"2911","Lafayette","2017-2018","Kia","Damon",NA,NA,"1997"
"2912","Lamar University","2017-2018","Robin","Harmony",NA,NA,"1984"
"2913","Lehigh","2017-2018","Sue","Troyan",NA,NA,"1988"
"2914","Liberty","2017-2018","Carey","Green",NA,NA,"1979"
"2915","Lipscomb","2017-2018","Greg","Brown",NA,NA,"1993"
"2916","Little Rock","2017-2018","Joe","Foley",NA,NA,"1979"
"2917","Long Beach St.","2017-2018","Jeff","Cammon",NA,NA,"2003"
"2918","Longwood","2017-2018","Bill","Reinson",NA,NA,NA
"2919","Louisiana","2017-2018","Garry","Brodhead",NA,NA,NA
"2920","Louisiana Tech","2017-2018","Brooke","Stoehr",NA,NA,"2002"
"2921","Louisville","2017-2018","Jeff","Walz",NA,NA,"1995"
"2922","Loyola Chicago","2017-2018","Kate","Achter",NA,NA,"2008"
"2923","Loyola Maryland","2017-2018","Joe","Logan",NA,NA,"1996"
"2924","Loyola Marymount","2017-2018","Charity","Elliott",NA,NA,"1992"
"2925","Maine","2017-2018","Amy","Vachon",NA,NA,"2000"
"2926","Manhattan","2017-2018","Heather","Vulin",NA,NA,"1999"
"2927","Marist","2017-2018","Brian","Giorgis",NA,NA,"1977"
"2928","Marquette","2017-2018","Carolyn","Kieger",NA,NA,"2006"
"2929","Marshall","2017-2018","Tony","Kemper",NA,NA,"2001"
"2930","Maryland","2017-2018","Tory","Verdi",NA,NA,"1996"
"2931","Massachusetts","2017-2018","Tory","Verdi",NA,NA,"1996"
"2932","McNeese","2017-2018","Kacie","Cryer",NA,NA,"2008"
"2933","Memphis","2017-2018","Melissa","McFerrin",NA,NA,"1983"
"2934","Mercer","2017-2018","Susie","Gardner",NA,NA,"1986"
"2935","Miami (FL)","2017-2018","Katie","Meier",NA,NA,"1990"
"2936","Miami (OH)","2017-2018","Megan","Duffy",NA,NA,"2006"
"2937","Michigan","2017-2018","Kim","Barnes","Arico",NA,"1993"
"2938","Michigan St.","2017-2018","Suzy","Merchant",NA,NA,"1991"
"2939","Middle Tenn.","2017-2018","Rick","Insell",NA,NA,"1977"
"2940","Milwaukee","2017-2018","Kyle","Rechlicz",NA,NA,"2003"
"2941","Minnesota","2017-2018","Marlene","Stollings",NA,NA,"1998"
"2942","Mississippi St.","2017-2018","Vic","Schaefer",NA,NA,"1984"
"2943","Mississippi Val.","2017-2018","Ashley","Walker",NA,NA,NA
"2944","Missouri","2017-2018","Robin","Pingeton",NA,NA,"1990"
"2945","Missouri St.","2017-2018","Kellie","Harper",NA,NA,NA
"2946","Monmouth","2017-2018","Jenny","Palmateer",NA,NA,"2017"
"2947","Montana","2017-2018","Shannon","Schweyen",NA,NA,"1993"
"2948","Montana St.","2017-2018","Tricia","Binford",NA,NA,"1995"
"2949","Morehead St.","2017-2018","Greg","Todd",NA,NA,NA
"2950","Morgan St.","2017-2018","Edward","Davis",NA,NA,"1970"
"2951","Mount St. Mary's","2017-2018","Maria","Marchesano",NA,NA,"2005"
"2952","Murray St.","2017-2018","Rechelle","Turner",NA,NA,"1996"
"2953","N.C. A&T","2017-2018","Tarrell","Robinson",NA,NA,"2001"
"2954","N.C. Central","2017-2018","Trisha","Stafford-Odom",NA,NA,"1992"
"2955","NC State","2017-2018","Wes","Moore",NA,NA,"1986"
"2956","NJIT","2017-2018","Steve","Lanpher",NA,NA,NA
"2957","Navy","2017-2018","Stefanie","Pemper",NA,NA,"92"
"2958","Nebraska","2017-2018","Amy","Williams",NA,NA,"1998"
"2959","Nevada","2017-2018","Amanda","Levens",NA,NA,"2002"
"2960","New Hampshire","2017-2018","Maureen","Magarity",NA,NA,"2003"
"2961","New Mexico","2017-2018","Michael","Bradbury",NA,NA,"1993"
"2962","New Mexico St.","2017-2018","Brooke","Atkinson",NA,NA,"2003"
"2963","New Orleans","2017-2018","Keeshawn","Davenport",NA,NA,"2001"
"2964","Niagara","2017-2018","Jada","Pierce",NA,NA,NA
"2965","Nicholls St.","2017-2018","DoBee","Plaisance",NA,NA,NA
"2966","Norfolk St.","2017-2018","Larry","Vickers",NA,NA,"2007"
"2967","North Carolina","2017-2018","Sylvia","Hatchell",NA,NA,"1974"
"2968","North Dakota","2017-2018","Travis","Brewster",NA,NA,"1994"
"2969","North Dakota St.","2017-2018","Maren","Walseth",NA,NA,"2002"
"2970","North Florida","2017-2018","Darrick","Gibbs",NA,NA,"2000"
"2971","North Texas","2017-2018","Jalie","Mitchell",NA,NA,"2002"
"2972","Northeastern","2017-2018","Kelly","Cole",NA,NA,"1991"
"2973","Northern Ariz.","2017-2018","Loree","Payne",NA,NA,NA
"2974","Northern Colo.","2017-2018","Kamie","Ethridge",NA,NA,NA
"2975","Northern Ill.","2017-2018","Lisa","Carlsen",NA,NA,"1992"
"2976","Northern Ky.","2017-2018","Camryn","Whitaker",NA,NA,NA
"2977","Northwestern","2017-2018","Joe","McKeown",NA,NA,"1979"
"2978","Northwestern St.","2017-2018","Jordan","Dupuy",NA,NA,"2003"
"2979","Notre Dame","2017-2018","Muffet","McGraw",NA,NA,"1977"
"2980","Oakland","2017-2018","Jeff","Tungate",NA,NA,"1993"
"2981","Ohio","2017-2018","Bob","Boldon",NA,NA,"1997"
"2982","Ohio St.","2017-2018","Kevin","McGuff",NA,NA,"1992"
"2983","Oklahoma","2017-2018","Sherri","Coale",NA,NA,"1987"
"2984","Oklahoma St.","2017-2018","Jim","Littell",NA,NA,"1977"
"2985","Old Dominion","2017-2018","Nikki","McCray-Penson",NA,NA,"1995"
"2986","Ole Miss","2017-2018","Matt","Insell",NA,NA,NA
"2987","Omaha","2017-2018","Brittany","Lange",NA,NA,"2010"
"2988","Oral Roberts","2017-2018","Misti","Cussen",NA,NA,"1993"
"2989","Oregon","2017-2018","Kelly","Graves",NA,NA,"1988"
"2990","Oregon St.","2017-2018","Scott","Rueck",NA,NA,"1991"
"2991","Pacific","2017-2018","Bradley","Davis",NA,NA,"1995"
"2992","Penn","2017-2018","Mike","McLaughlin",NA,NA,"1991"
"2993","Penn St.","2017-2018","Coquese","Washington",NA,NA,"1993"
"2994","Pepperdine","2017-2018","DeLisha","Milton-Jones",NA,NA,"1997"
"2995","Pittsburgh","2017-2018","Suzie","McConnell-Serio",NA,NA,"1988"
"2996","Portland","2017-2018","Cheryl","Sorenson",NA,NA,"2003"
"2997","Portland St.","2017-2018","Lynn","Kennedy",NA,NA,"1995"
"2998","Prairie View","2017-2018","Ravon","Justice",NA,NA,"2016"
"2999","Presbyterian","2017-2018","Todd","Steelman",NA,NA,"1989"
"3000","Princeton","2017-2018","Courtney","Banghart",NA,NA,"2000"
"3001","Providence","2017-2018","Jim","Crowley",NA,NA,"1993"
"3002","Purdue","2017-2018","Sharon","Versyp",NA,NA,"1989"
"3003","Purdue Fort Wayne","2017-2018","Niecee","Nelson",NA,NA,NA
"3004","Quinnipiac","2017-2018","Tricia","Fabbri",NA,NA,"1991"
"3005","Radford","2017-2018","Mike","McGuire",NA,NA,"2000"
"3006","Rhode Island","2017-2018","Daynia","LaForce-Mann",NA,NA,"1995"
"3007","Rice","2017-2018","Tina","Langley",NA,NA,"1996"
"3008","Richmond","2017-2018","Michael","Shafer",NA,NA,"1994"
"3009","Rider","2017-2018","Lynn","Milligan",NA,NA,"1992"
"3010","Robert Morris","2017-2018","Charlie","Buscaglia",NA,NA,"2003"
"3011","Rutgers","2017-2018","C.","Vivian","Stringer",NA,"1970"
"3012","SFA","2017-2018","Mark","Kellogg",NA,NA,"1998"
"3013","SIUE","2017-2018","Paula","Buscher",NA,NA,"1986"
"3014","SMU","2017-2018","Travis","Mays",NA,NA,"1990"
"3015","Sacramento St.","2017-2018","Bunky","Harkleroad",NA,NA,"1993"
"3016","Sacred Heart","2017-2018","Jessica","Mannetti",NA,NA,"2001"
"3017","Saint Francis (PA)","2017-2018","Joe","Haigh",NA,NA,"1995"
"3018","Saint Joseph's","2017-2018","Cindy","Griffin",NA,NA,"1991"
"3019","Saint Louis","2017-2018","Lisa","Stone",NA,NA,"1984"
"3020","Saint Mary's (CA)","2017-2018","Paul","Thomas",NA,NA,"1986"
"3021","Saint Peter's","2017-2018","Pat","Coyle",NA,NA,"1982"
"3022","Sam Houston St.","2017-2018","Brenda","Welch-Nichols",NA,NA,"1989"
"3023","Samford","2017-2018","Mike","Morris",NA,NA,"1992"
"3024","San Diego","2017-2018","Cindy","Fisher",NA,NA,"1988"
"3025","San Diego St.","2017-2018","Stacie","Terry",NA,NA,"1998"
"3026","San Francisco","2017-2018","Molly","Goodenbour",NA,NA,"1993"
"3027","San Jose St.","2017-2018","Jamie","Craighead",NA,NA,"2002"
"3028","Santa Clara","2017-2018","Bill","Carr",NA,NA,"1992"
"3029","Savannah St.","2017-2018","Cedric","Baker",NA,NA,"1990"
"3030","Seattle U","2017-2018","Suzy","Barcomb",NA,NA,"1986"
"3031","Seton Hall","2017-2018","Tony","Bozzella",NA,NA,"1989"
"3032","Siena","2017-2018","Ali","Jaques",NA,NA,"1998"
"3033","South Alabama","2017-2018","Terry","Fowler",NA,NA,"1986"
"3034","South Carolina","2017-2018","Dawn","Staley",NA,NA,"1992"
"3035","South Carolina St.","2017-2018","Douglas","Robertson",NA,NA,"1995"
"3036","South Dakota","2017-2018","Dawn","Plitzuweit",NA,NA,"1995"
"3037","South Dakota St.","2017-2018","Aaron","Johnston",NA,NA,"1996"
"3038","South Fla.","2017-2018","Jose","Fernandez",NA,NA,"1994"
"3039","Southeast Mo. St.","2017-2018","Rekha","Patterson",NA,NA,"2001"
"3040","Southeastern La.","2017-2018","Ayla","Guzzardo",NA,NA,"2010"
"3041","Southern California","2017-2018","Mark","Trakh",NA,NA,"1981"
"3042","Southern Ill.","2017-2018","Cindy","Stein",NA,NA,"1983"
"3043","Southern Miss.","2017-2018","Joye","Lee-McNelis",NA,NA,"1984"
"3044","Southern U.","2017-2018","Sandy","Pugh",NA,NA,"1987"
"3045","Southern Utah","2017-2018","Chris","Boettcher",NA,NA,"1994"
"3046","St. Bonaventure","2017-2018","Jesse","Fleming",NA,NA,"2005"
"3047","St. Francis Brooklyn","2017-2018","John","Thurston",NA,NA,"1970"
"3048","St. John's (NY)","2017-2018","Joe","Tartamella",NA,NA,"2001"
"3049","Stanford","2017-2018","Tara","VanDerveer",NA,NA,"1975"
"3050","Stetson","2017-2018","Lynn","Bria",NA,NA,"1990"
"3051","Stony Brook","2017-2018","Caroline","McCombs",NA,NA,"1998"
"3052","Syracuse","2017-2018","Quentin","Hillsman",NA,NA,"1993"
"3053","TCU","2017-2018","Raegan","Pebley",NA,NA,NA
"3054","Temple","2017-2018","Tonya","Cardoza",NA,NA,NA
"3055","Tennessee","2017-2018","Holly","Warlick",NA,NA,"1981"
"3056","Tennessee St.","2017-2018","Jessica","Kern",NA,NA,"2002"
"3057","Tennessee Tech","2017-2018","Kim","Rosamond",NA,NA,"1998"
"3058","Texas","2017-2018","Gary","Blair",NA,NA,"1972"
"3059","Texas A&M","2017-2018","Gary","Blair",NA,NA,"1972"
"3060","Texas Southern","2017-2018","Johnetta","Hayes-Perry",NA,NA,"2004"
"3061","Texas St.","2017-2018","Zenarae","Antoine",NA,NA,"1998"
"3062","Texas Tech","2017-2018","Candi","Whitaker",NA,NA,"2002"
"3063","Toledo","2017-2018","Tricia","Cullop",NA,NA,"1993"
"3064","Towson","2017-2018","Diane","Richardson",NA,NA,"1979"
"3065","Troy","2017-2018","Chanda","Rigby",NA,NA,"1990"
"3066","Tulane","2017-2018","Lisa","Stockton",NA,NA,"1986"
"3067","Tulsa","2017-2018","Matilda","Mossman",NA,NA,"1979"
"3068","UAB","2017-2018","Randy","Norton",NA,NA,"1996"
"3069","UC Davis","2017-2018","Jennifer","Gross",NA,NA,"1997"
"3070","UC Irvine","2017-2018","Tamara","Inoue",NA,NA,"2002"
"3071","UC Riverside","2017-2018","John","Margaritis",NA,NA,"1982"
"3072","UC Santa Barbara","2017-2018","Bonnie","Henrickson",NA,NA,"1986"
"3073","UCF","2017-2018","Katie","Abrahamson-Henderson",NA,NA,"1990"
"3074","UCLA","2017-2018","Cori","Close",NA,NA,"1993"
"3075","UConn","2017-2018","Geno","Auriemma",NA,NA,NA
"3076","UIC","2017-2018","Regina","Miller",NA,NA,"1984"
"3077","UMBC","2017-2018","Phil","Stern",NA,NA,"1994"
"3078","UMES","2017-2018","Fred","Batchelor",NA,NA,"1988"
"3079","UMKC","2017-2018","Jacie","Hoyt",NA,NA,"2009"
"3080","UMass Lowell","2017-2018","Jenerrie","Harris",NA,NA,NA
